Comment.ID,touchpoint_id,Analyst,Firm,Setting,Comment Sentiment,Comments,Proposed.Summary,Date,Tags,Technology,Main Competition,Primary.Spokesperson,dev_mention,acquisition_mention,Campaign
C6174,T1571,Jeffrey Hammond,Forrester,Verbal Comment,Neutral,"Tying OpenShift to CloudPaks is resonating bc they are “closer” to Websphere/JBoss patterns 
Reworking WebSphere/Jboss portability to OpenShift is straightforward 
Modernizing a lot of existing java workloads 
VMware has no history in the app server market",,10/13/2020,Competitive mentions/intel,Workspace ONE,IBM/Red Hat,,0,0,dev experience
C6173,T1571,Jeffrey Hammond,Forrester,Verbal Comment,Negative,RedHat has a lead on serverless and Jeffrey is interested in hearing about our efforts with Knative,,10/13/2020,Competitive mentions/intel,Workspace ONE,IBM/Red Hat,,0,0,dev experience
C6172,T1571,Jeffrey Hammond,Forrester,Verbal Comment,Advice,Affinity between Openshift and mainframes; specifically w the data tiers and connecting the infrastructure tier to front end. They have a coherent story there that is especially resonating w financial services companies; security is more important than velocity when telling the mainframe story,,10/13/2020,Competitive mentions/intel,Workspace ONE,IBM/Red Hat,Kevin Strohmeyer,0,0,dev experience
C6171,T1571,Jeffrey Hammond,Forrester,Verbal Comment,Positive,"VMware has a better story/we are ahead for building new apps and modern way of working;
There is not a lot going on w Ansible/infra as code stuff",,10/13/2020,Competitive mentions/intel,Workspace ONE,IBM/Red Hat,Kevin Strohmeyer,0,0,dev experience
C6170,T1571,Jeffrey Hammond,Forrester,Verbal Comment,Advice,"Jeffrey’s focusing on four levers: velocity, portability, refactoring efforts, security. The first two are our wheelhouse; Pivotal velocity message resonates and you have lots of potential wrt to refactoring",,10/13/2020,Competitive mentions/intel,Workspace ONE,IBM/Red Hat,Kevin Strohmeyer,0,1,dev experience
C6169,T1571,Jeffrey Hammond,Forrester,Verbal Comment,Advice,We have more work to do with our security story - Jeffrey thinks Tanzu should be considered when security is a priority; perhaps talk beyond securing the core - to how do you secure the edge.,,10/13/2020,Competitive mentions/intel,5G,IBM/Red Hat,Misbah Mahmoodi,0,0,dev experience
C6168,T1569,Cynthia Burghard,IDC,Verbal Comment,Neutral," IDC sees proof points that healthcare organizations were more prepared than they expected in response to the pandemic. 

Most of the barriers were cultural- or policy-related – those barriers were removed when they had to be and the technology largely was there to support",Healthcare organizations were more prepared than they expected in response to the pandemic. Most of the barriers were cultural- or policy-related – those barriers were removed when they had to be and the technology largely was there to support.,10/13/2020,BC/COVID-19,SIEM,,Sanjay Poonen,0,0,
C6167,T1569,Cynthia Burghard,IDC,Verbal Comment,Positive," Cynthia said the five franchises slide was very helpful for her

She said infrastructure is not her strong suit
She struggled to connect how VMware supports insightful workflows supporting clinical outcomes",Positive on the five franchises model.,10/13/2020,Strategy,SIEM,,Sanjay Poonen,0,0,
C6166,T1569,Cynthia Burghard,IDC,Verbal Comment,Negative," Cynthia said the five franchises slide was very helpful for her

She said infrastructure is not her strong suit
She struggled to connect how VMware supports insightful workflows supporting clinical outcomes",Struggled to connect how VMware supports insightful workflows supporting clinical outcomes,10/13/2020,Messaging,SIEM,,Sanjay Poonen,0,0,
C6165,T1569,Cynthia Burghard,IDC,Verbal Comment,Positive," Cynthia agreed with our market vision on the future of virtual care as an emerging trend

The virtual health world is beyond remote visits
The ability to measure IoT devices remotely and consumer expectations will really shift how virtual care evolves",Agreed with our market vision on the future of virtual care as an emerging trend. Said the ability to measure IoT devices remotely and consumer expectations will shift how virtual care evolves.,10/13/2020,Use cases,SIEM,,Sanjay Poonen,0,0,
C6164,T1568,Andrew Lerner,Gartner,Verbal Comment,Neutral,Discussed vRNI 6.0 and demo.,,10/13/2020,Strategy,SIEM,,Sanjay Poonen,0,0,
C6163,T1568,Andrew Lerner,Gartner,Verbal Comment,Neutral,Interested in the evolution of Veriflow and integration with vRNI,,10/13/2020,Strategy,XDR,,Sanjay Poonen,0,1,
C6162,T1568,Andrew Lerner,Gartner,Verbal Comment,Neutral,Follows SaltStack and interested in integration plans.,,10/13/2020,Strategy,SIEM,,Sanjay Poonen,0,0,
C6161,T1574,Phil Dawson,Gartner,Verbal Comment,Neutral,"Focus on getting pull and push of customers at the edge is tied to traditional solution provider. Trying to figure out how much a general-purpose DC vendor integrating with Edge and OT technology tied to vertical. VMware reference will be a lot more targeted and pinpointed by vertical and geography and also partner themselves. Direction of getting pull in the market is a lot like general purpose vs targeted towards verticals, partners and programs.",,10/13/2020,Strategy,SIEM,,Sanjay Poonen,0,0,
C6160,T1574,Phil Dawson,Gartner,Verbal Comment,Advice,Edge isn’t a general purpose when start integrating with the solutions,,10/13/2020,Strategy,SIEM,,Sanjay Poonen,0,0,
C6159,T1575,Tom Bittman,Gartner,Verbal Comment,Advice,"Also many footprints that need to be addressed and integrated – from tiny containers embedded into things and devices to heavy aggregation points, ML training – all in play.",,10/13/2020,Strategy,SIEM,,Sanjay Poonen,0,0,
C6158,T1575,Tom Bittman,Gartner,Verbal Comment,Negative,Joe Skorupa thinks vmw is positioning more for extending the cloud closer or edge out/cloud out approach.,,10/13/2020,Strategy,SIEM,,Sanjay Poonen,0,0,
C6157,T1575,Tom Bittman,Gartner,Verbal Comment,Advice,"When Enterprises come to Gartner, they come with two different approaches: 1)  1. Great if extend cloud closer to plant/store could do additional use cases. CDN type of approach – get me closer. Interactions between cloud and edge.  2) Other set of people they speak to (larger set of customers) Much more about having an ecosystem of things and people at the edge that need to interact.",,10/13/2020,Strategy,SIEM,,Sanjay Poonen,0,0,
C6156,T1575,Tom Bittman,Gartner,Verbal Comment,Advice,"1.	Great if extend cloud closer to plant/store could do additional use cases. CDN type of approach – get me closer. Interactions between cloud and edge: think about it like: a.	Device has data want to get it back in a meaningful way to the cloud for training, etc. b.) Very broad data purposes – want the cloud c)Want Rich applications. d) More Cloud native apps. E) Cloud connection is critical. F) Portability – take containers or instances in the cloud and put them closer to the edge.",,10/13/2020,Strategy,SIEM,,Sanjay Poonen,0,0,
C6155,T1575,Tom Bittman,Gartner,Verbal Comment,Advice,"Other set of people they speak to (larger set of customers) Much more about having an ecosystem of things and people at the edge that need to interact. Cloud is a part of the story, but:  A)	Main Interactions are at the edge, not between edge and cloud. B) Requirements are highly specialized to use cases or devices, types of transactions or processing. Not very general purpose. Very special purpose.  C) Apps tend to be containerized – often with specific flavor or Kubernetes. D) Unscalable, location specific use case. E) Very Resilient to disconnection. F) Care about horizontal portability and orchestration across edge (in plant, city) – Care about moving data side to side. A lot like DC clustering or vMotion. G) Edge cloud is coming up more. Still very leading edge and niche. H) Gartner viewpoint is moving from era of Disconnected smarts to smart on both sides to smart edge to edge, Not just cloud out or edge in, but edge to edge also.",,10/13/2020,Strategy,SIEM,,Sanjay Poonen,0,0,
C6154,T1574,Phil Dawson,Gartner,Verbal Comment,Neutral,"Most clients have a DC to cloud direction, maybe an element of DC to edge expansion or integration. Then this dichotomy of direction where cloud direction doesn’t’ necessarily agree with the edge direction. See a triangulation with on-prem DC as well.",,10/13/2020,Strategy,SIEM,,Sanjay Poonen,0,0,
C6153,T1575,Tom Bittman,Gartner,Verbal Comment,Advice,"Agree, but it is also about smarts in the devices as well. There is a whole hierarchy here. It is about directionality – bring DC closer or get more from edge devices through orchestration aggregation to get more learning from integration the cloud.",,10/13/2020,Strategy,SIEM,,Sanjay Poonen,0,0,
C6152,T1575,Tom Bittman,Gartner,Verbal Comment,Advice,"When Gartner is talking Edge in or cloud out they are talking about distributed computing all the way between the two. Can tolerate disconnection, but get value out of connection to back end cloud and front end edge.",,10/13/2020,Strategy,SIEM,,Sanjay Poonen,0,0,
C6151,T1575,Tom Bittman,Gartner,Verbal Comment,Advice,"Fully disconnected or fully peer to peer too far out there or not interesting quite yet. Robots negotiating amongst themselves – never connected except the occasional update of SW, sure, but that is out there.",,10/13/2020,Strategy,SIEM,,Sanjay Poonen,0,0,
C6150,T1575,Tom Bittman,Gartner,Verbal Comment,Neutral,Tom just started doing SW platforms at the Edge research – will debut at IOCS,,10/13/2020,Strategy,SIEM,,Sanjay Poonen,0,0,
C6149,T1575,Tom Bittman,Gartner,Verbal Comment,Neutral,Not enough patterns to predict the future – other than containers and some mini Kubernetes.,,10/13/2020,Strategy,SIEM,,Sanjay Poonen,0,0,
C6148,T1575,Tom Bittman,Gartner,Verbal Comment,Advice,"Nubix – super tiny containers, its real, going to get traction, especially in embedded compute, but that is not a factor in edge servers.",,10/13/2020,Strategy,SIEM,,Sanjay Poonen,0,0,
C6147,T1575,Tom Bittman,Gartner,Verbal Comment,Advice,"Not just edge or cloud, there is a whole range 
Hear about K3S often. Zededa comes up, no vendor really stands out. Not many customers yet.",,10/13/2020,Strategy,Telco-Cloud,,Sumit Verdie,0,0,
C6146,T1575,Tom Bittman,Gartner,Verbal Comment,Advice,"Comes down to markets. Going to be a huge Shake out: what do cloud providers own/drive, and what going to be in the embedded space, something in the medium edge in the middle.",,10/13/2020,Strategy,Telco-Cloud,,Misbah Mahmoodi,0,0,
C6145,T1575,Tom Bittman,Gartner,Verbal Comment,Advice,"Edge native – still changing and evolving. Don’t get sucked into the idea that there is one form of application architecture. Cloud native is not a synonym of modernize. It depends on where compute is taking place and what it is trying to accomplish. What apps will tend to require more at the edge, what is expected at the edge than what they require and expect in the cloud.",,10/13/2020,Strategy,All Products,,Tracy-Ann Palmer,0,0,
C6144,T1575,Tom Bittman,Gartner,Verbal Comment,Advice,"Too early for any market sizing. Joe Skorupa did a forecast recently which was mostly HW. Tom thinks the vast majority of future trends is SW. Can’t size SW yet. 
Don’t just take a SQL server, stick it at the edge and call it good. Or just stream analytics. It is a lot more complicated than that.",,10/13/2020,Strategy,All Products,,Tracy-Ann Palmer,0,0,
C6143,T1575,Tom Bittman,Gartner,Verbal Comment,Neutral,"Conversations with customers are processing what they say and turning around and telling them what to do. What Tom hears from customers: I have a business problem to solve, plant operations, etc., running into these issues, got these requirements, what should I do? Create patterns from 100’s of customer inquiries",,10/13/2020,Strategy,All Products,,Tracy-Ann Palmer,0,0,
C6142,T1574,Phil Dawson,Gartner,Verbal Comment,Neutral,"hears the question: Is my general purpose infrastructure DC vendor or cloud provider the one to stretch to the edge or do I go with a more niche edge vendor. Partner with the application vendor or is it a let’s build a framework on top of VMware/MSFT/RH, etc.",,10/13/2020,Strategy,All Products,,Christopher Logan,0,0,
C6141,T1575,Tom Bittman,Gartner,Verbal Comment,Advice,"2 years ago everything was custom, science projects
Now) 15% more of a strategy, framework. Here extensibility more often, who should I partner with, which vendor should I work with. That is a big shift from I need to solve one problem to I need to pull together a strategy. 
Gartner trying to get them a framework for a strategy. (whitepaper opportunity)",,10/13/2020,Strategy,Workspace ONE,,Shankar Iyer,0,0,
C6140,T1575,Tom Bittman,Gartner,Verbal Comment,Advice,"Mid-Tier Services like AWS CloudFront and Google Global Cache are not rich enough. There is a rich history of content delivery networks and that capability which is data from the center coming out in some amount of front-end capability – is what everything has been designed for so far.  What is changing is the amount of data coming from the edge and the number of interactions that are local to an image. Something like CloudFront doesn’t really fit that model as well and is not designed for that.  That is where we will see more outposts, etc.",,10/13/2020,Strategy,Workspace ONE,,Shankar Iyer,0,0,
C6139,T1564,Doug Cahill,Enterprise Strategy Group,VMworld,Positive,"
“There were a lot of security announcements this year at VMworld. If I think about them in totality, it’s really VMware executing on their mission to be a leading security brand. We know organizations are suffering from point tool fatigue and there’s at least a directional intent to move toward converged platforms and VMware is doing just that by building it in.","
“There were a lot of security announcements this year at VMworld. If I think about them in totality, it’s really VMware executing on their mission to be a leading security brand. We know organizations are suffering from point tool fatigue and there’s at least a directional intent to move toward converged platforms and VMware is doing just that by building it in.",10/12/2020,Strategy,Workspace ONE,,Shankar Iyer,0,0,
C6138,T1564,Doug Cahill,Enterprise Strategy Group,VMworld,Positive,"There’s been a lot of talk by VMware about security needs to be an intrinsic attribute of the infrastructure. I’m a big fan of this approach. Think of it a little bit like security becomes a feature, which isn’t to belittle security. But it really makes it a first-class citizen, where security is included in Workspace ONE as part of securing the mobile worker, it’s embedded at the hypervisor level to be able to secure workloads that are increasingly cloud resident, it’s embedded in the network.","There’s been a lot of talk by VMware about security needs to be an intrinsic attribute of the infrastructure. I’m a big fan of this approach. Think of it a little bit like security becomes a feature, which isn’t to belittle security. But it really makes it a first-class citizen, where security is included in Workspace ONE as part of securing the mobile worker, it’s embedded at the hypervisor level to be able to secure workloads that are increasingly cloud resident, it’s embedded in the network.",10/12/2020,Strategy,Workspace ONE,,Shankar Iyer,0,0,
C6137,T1566,Mark Peters,Enterprise Strategy Group,VMworld,Positive,"“What’s very clear is that, at the risk of stating the obvious, VMware is so much more than a vendor - it’s an entire ecosystem.”","“What’s very clear is that, at the risk of stating the obvious, VMware is so much more than a vendor - it’s an entire ecosystem.”",10/12/2020,Strategy,Workspace ONE,,Shankar Iyer,0,0,
C6136,T1566,Mark Peters,Enterprise Strategy Group,VMworld,Positive,"“This event was just as significant as it’s been in the past, even though it was done very differently.”","“This event was just as significant as it’s been in the past, even though it was done very differently.”",10/12/2020,VMworld,Workspace ONE,,Shankar Iyer,0,0,
C6135,T1565,Hassan Ennaciri,Gartner,Verbal Comment,Advice,"If you just go to the Systems Integrator (to gain new cloud skills), it eliminates the collaboration with the business. Sot how do you do it in a way that directly impacts the business? You need them to be included. You need to have the connection to the business with the service provider. Most importantly, the client needs to gain the expertise to do it themselves, just as you are doing with Pivotal Labs.",,10/12/2020,Strategy,Security,,Shankar Iyer,0,1,
C6134,T1565,Hassan Ennaciri,Gartner,Verbal Comment,Advice,"We see huge interest in measuring the value stream in DevOps.  Clients are concerned with costs and the amount of money they are investing. We see the future of DevOps about the value stream management. Can we apply value stream management principles to our processes? We already have the tools, so there is data and metrics. What is the cycle time? What is the frequency of deployment? The value stream can be measued and it is resonating with people now.",,10/12/2020,Features or products (included/missing/recommended),Workspace ONE,,Shankar Iyer,0,0,
C6133,T1567,Martha Bennett,Forrester,Verbal Comment,Positive," She also thinks that the industry is beginning to understand the value of BFT, and should be a good differentiator for us (she mentioned HLF abandoned BFT as it was a lot of overhead and went with CFT for more trusted/single operator systems, but that does not extend well to consortia/replicated state).", Sees Byzantine Fault Tolerance as a strong differentiator for VMware and thinks the industry is beginning to understand the value of it.,10/12/2020,Features or products (included/missing/recommended),Workspace ONE,,Shankar Iyer,0,0,
C6132,T1567,Martha Bennett,Forrester,Verbal Comment,Positive," On cryptographic algorithms, she mentioned that making code visible and freely available/open-source seems to be the approach that is the right one, but that there are vendors who are keeping things proprietary",Positive on the approach to make cryptographic algorithm code visible and freely available via open source.,10/12/2020,Features or products (included/missing/recommended),Horizon,,,0,0,
C6131,T1567,Martha Bennett,Forrester,Verbal Comment,Positive, Ethereum tech stack cannot sustain the innovative and forward-looking use cases., Ethereum tech stack cannot sustain the innovative and forward-looking use cases.,10/12/2020,Competitive mentions/intel,Security,Ethereum,,0,0,
C6130,T1567,Martha Bennett,Forrester,Verbal Comment,Advice," Areas related to sustainability are greenfield opportunities in blockchain:

Sustainability, emissions trading, carbon credits

Climate-related matters have moved up the corporate priority scale and are experiencing more pressure from investors
HSBC has announced a move to carbon-neutral
Goldman Sachs is interested in intersection across different industries
""Some of these projects will need more powerful platforms than they currently have.""","Sees opportunity for Blockchian in sustainability such as emissions trading and carbon credits. Climate-related matters have moved up the corporate priority scale and are experiencing more pressure from investors. ""Some of these projects will need more powerful platforms than they currently have.""",10/12/2020,Use cases,Edge,,,0,0,
C6129,T1563,Brandon Medford,Gartner,Verbal Comment,Advice,"Last couple of months discussions are earlier in the process.  Customers not leveraging products yet and looking to round out cloud and spend. Conversations are more procedural, rather than vendor specific.",,10/12/2020,Strategy,HCI/vSAN,,Lee Caswell,0,0,
C6128,T1563,Brandon Medford,Gartner,Verbal Comment,Advice,Some folks have CloudHealth that they have received as part of a VMware or Dell package.  They didn’t know they were entitled to it.  It’s more an awareness that they have it. Nothing he would say is problematic as it’s fairly early in their journey.,,10/12/2020,Strategy,Telco,,Sachin Katti,0,0,
C6127,T1563,Brandon Medford,Gartner,Verbal Comment,Advice,"Maybe due to time of year and current conditions, sees an increase of folks looking to make sure they don’t have any additional spending.  Size of organizations is not a factor. It’s difficult to predict by industry or size of organization",,10/12/2020,Strategy,Telco-Cloud,,Sachin Katti,0,0,
C6126,T1563,Brandon Medford,Gartner,Verbal Comment,Advice,"Discussed FlexOrg Reports, “I can understand the value and uses cases. There is different segmentation and operational requirements by use cases. Some competitors are try to quantify savings but sees as a novelty, not perfect, and self-serving.”",,10/12/2020,Strategy,Telco,,Sumit Verdi,0,0,
C6125,T1563,Brandon Medford,Gartner,Verbal Comment,Positive,“CloudHealth is much more than just costing.”,,10/12/2020,Strategy,Blockchain,,Tanya Shastri,0,0,
C6124,T1563,Brandon Medford,Gartner,Verbal Comment,Advice,“We will see more specialization in the market space over time. It’s a very complex and competitive sphere with surrounding wedges.  I would encourage you to message to uses cases and your strengths. No one is everything to everyone. There is not a one vendor winner.”,,10/12/2020,Strategy,Blockchain,,Tanya Shastri,0,0,
C6123,T1558,David Furlonger,Gartner,Verbal Comment,Negative, Sharding has a number of challenges and is not a proven approach., Sharding has a number of challenges and is not a proven approach.,10/9/2020,Features or products (included/missing/recommended),Future-Ready Workforce,,Shankar Iyer,0,0,
C6122,T1558,David Furlonger,Gartner,Verbal Comment,Negative, There have been challenges and delays with the ASX project. David wrote about it in a book last year., There have been challenges and delays with the ASX project.,10/9/2020,Customer Related,Future-Ready Workforce,,Shankar Iyer,0,0,
C6121,T1558,David Furlonger,Gartner,Verbal Comment,Advice," David tried to place VMware's proprietary protocol (concord BFT) against others like Fabric, Etherium, and Corda. 

He said we're fundamentally competing with all the vendors like IBM, Oracle, Alibaba.","In blockchain, we're fundamentally competing with all the vendors like IBM, Oracle, Alibaba.",10/9/2020,Competitive mentions/intel,Future-Ready Workforce,IBM,Shankar Iyer,0,0,
C6120,T1558,David Furlonger,Gartner,Verbal Comment,Negative," David pressed on our cloud service offering and asked why it needs to be a blockchain deployment rather than a traditional compute or cloud service. 

""One of the biggest challenges for blockchain is that what most of them do is replicating another form of traditional compute. What does infrastructure cloud have to do with blockchain? I am missing that link.""",It was unclear to David why the cloud service offering needed to be a blockchain deployment rather than traditional compute or cloud service.,10/9/2020,Messaging,Future-Ready Workforce,,Shankar Iyer,0,0,
C6119,T1558,David Furlonger,Gartner,Verbal Comment,Negative," David cautioned us on deploying blockchain on-premise

David believed that most use cases misunderstand what blockchain is and have the wrong strategic intent for it. He doesn't think that this deployment enables for decentralization and when used between multiple enterprises.
For blockchain deployment, you need to do decentralization (not centralized, not proprietary) which is not what the vast majority of solutions are doing.
If companies don't need tokenization, they also don't need blockchain",Cautioned us on deploying blockchain on-premise because this type of deployment doesn't enable decentralization for use between multiple enterprises.,10/9/2020,Use cases,Future-Ready Workforce,,Shankar Iyer,0,0,
C6118,T1559,Elaina Stergiades,IDC,Verbal Comment,Advice," Elaina said she's seen many vendors go through a similar transition with customer success and not always successfully

""You don't want to go to existing customers and try to upsell them on things that should have been there for a long time...The way this is delivered and positioned with the customers really matters.""
No IT organization has a lot of extra time, so you need to find time and resources to help customers take advantage of the offering. 

Maintaining a connection with a customer is the key first step.
We need to find the right time to insert Success Managers to the customer's journey",We need to be careful about upselling existing customers on things that should have already been in place. We need to help customers take advantage of the offering and provide them with the right resources.,10/9/2020,Customer Related,Future-Ready Workforce,,Shankar Iyer,0,0,
C6117,T1559,Elaina Stergiades,IDC,Verbal Comment,Advice," Elaina's recommendation on how to drive customer engagement

Automated tools & high-touch engagement
Some companies have made a ""Success Manager"" available for everyone
Need to build support tools"," Automated tools, high-rouch engagameent, and support tools help drive customer engagement. Some companies have included a ""Success Manager"" for everyone.",10/9/2020,Strategy,Future-Ready Workforce,,Shankar Iyer,0,0,
C6116,T1561,Rob Brothers,IDC,Verbal Comment,Negative," There is a small segment of customers who would pay for this offering
""The time and effort required to create what you're describing is huge but don't see it as something that can be monetized."" 
""It benefits you too because you're collecting all the customer data and drive consumption and higher spend.""", Rob doesn't see Success 360 as something that can easily be monetized. It benefits VMware to provide it to customers for free as it helps to drive higher consumption and spend.,10/9/2020,Pricing/packaging,Future-Ready Workforce,,Shankar Iyer,0,0,
C6115,T1559,Elaina Stergiades,IDC,Verbal Comment,Positive," Elaina was very happy to see we are focusing on business value for the customer to measure customers' success.
Elaina loved customers' feedback to change the metrics from a score to a trend.", Elaina loved our health scorecards and that VMware is focusing on business value for the customer to measure customer's success.,10/9/2020,Strategy,Future-Ready Workforce,,Shankar Iyer,0,0,
C6114,T1559,Elaina Stergiades,IDC,Verbal Comment,Advice," ""There's an opportunity to be more transparent and help customers to manage their spend. To share where customers are overspending where they don't have to.""", We could be more transparent and help customers to manage their spend and to share where they are overspending.,10/9/2020,Messaging,Future-Ready Workforce,,Shankar Iyer,0,0,
C6113,T1559,Elaina Stergiades,IDC,Verbal Comment,Neutral, SAP does peer comparisons really well - benchmarking and sharing the data., SAP does peer comparisons (benchmarking and sharing the data) really well.,10/9/2020,Competitive mentions/intel,Future-Ready Workforce,,Shankar Iyer,0,0,
C6112,T1559,Elaina Stergiades,IDC,Verbal Comment,Advice," ""Verticalization with support offerings makes your portfolio messy, difficult to control. There are pieces and parts that can be tailored. Everyone always says that Telcos need different things. The need for mission-critical doesn't change with customer success. It changes with customer experience.",Verticalization of support offerings is difficult to control. The need for mission-critical doesn't change with customer success but with customer experience.,10/9/2020,Strategy,Future-Ready Workforce,,Shankar Iyer,0,0,
C6111,T1557,Sid Nag,Gartner,briefing,Negative,"I’s not clear where the entry point is into this sort of combined ecosystem – your stack which you’re calling Telco Cloud – and the entry points operators already have. Whether it’s their own existing stack or their OSS/BSS systems and now you’re overlaying your stack from a cloud perspective, so where’s the entry point for the user? It's not all that straightforward.",,10/8/2020,VMworld,Future-Ready Workforce,,Shankar Iyer,0,0,
C6110,T1554,Kelly Fitzpatrick,RedMonk,Verbal Comment,Advice,"We like your story about meeting customers wherever they are with their monitoring! Whether they are using open source Prometheus or a traditional APM solution. I also like your framing of ""future proofing APM,"" with these advanced features you have.",,10/7/2020,Customer Related,Telco,,Sachin Katti,0,0,
C6109,T1555,Martha Bennett,Forrester,Verbal Comment,Positive," Martha was positive on the VMworld session she attended

The focus on ""enterprise-grade"" resonated well.
Martha also liked our 5 different pillars of VMware Blockchain",Positive on our enterprise-grade messaging and the 5 pillars of VMware Blockchain.,10/7/2020,Messaging,Tanzu,,,0,0,
C6108,T1555,Martha Bennett,Forrester,Verbal Comment,Neutral," Martha said there are constantly new startups popping up, at least 1 a month that has a cheaper/faster blockchain. All of them struggle to describe a data flow or process.", There is at least one Blockchain startup per month that pops up offering cheaper or faster Blockchain. All of them struggle to describle the data flow or process.,10/7/2020,Competitive mentions/intel,Tanzu,,,0,0,
C6107,T1555,Martha Bennett,Forrester,Verbal Comment,Advice, Martha suggested creating a diagram on data flow/path and a control path to illustrate what VMware Blockchain consists of.,Suggested creating a diagram on data flow/path and a control path to illustrate what VMware Blockchain consists of.,10/7/2020,Messaging,Tanzu,,,0,0,
C6106,T1555,Martha Bennett,Forrester,Verbal Comment,Positive," Deployment models and differentiation

Raft (a consensus algorithm) is good to deploy only in a secured cloud environment.
There are possible negative implications as you go to Byzantine fault tolerance if the deployment grows and scales into environments that are not cloud-secured.
""This is a differentiator for VMware.""
 It's necessary to have additional proof points on our differentiation - transaction finality, kinds of deployment models, etc.", Raft (a consensus algorithm) is good to deploy only in a secured cloud environment.,10/7/2020,Competitive mentions/intel,Tanzu App Service,Raft,,0,0,
C6105,T1555,Martha Bennett,Forrester,Verbal Comment,Positive," Deployment models and differentiation

Raft (a consensus algorithm) is good to deploy only in a secured cloud environment.
There are possible negative implications as you go to Byzantine fault tolerance if the deployment grows and scales into environments that are not cloud-secured.
""This is a differentiator for VMware.""
 It's necessary to have additional proof points on our differentiation - transaction finality, kinds of deployment models, etc.",VMware is differentiated in that it can scale blockchain in cloud and non-cloud environments. There are possible negative implications as you go to Byzantine fault tolerance if the deployment grows and scales into environments that are not cloud-secured.,10/7/2020,Features or products (included/missing/recommended),Tanzu App Service,,,0,0,
C6104,T1555,Martha Bennett,Forrester,Verbal Comment,Advice," Deployment models and differentiation

Raft (a consensus algorithm) is good to deploy only in a secured cloud environment.
There are possible negative implications as you go to Byzantine fault tolerance if the deployment grows and scales into environments that are not cloud-secured.
""This is a differentiator for VMware.""
 It's necessary to have additional proof points on our differentiation - transaction finality, kinds of deployment models, etc.","It's necessary to have additional proof points on our differentiation - transaction finality, kinds of deployment models, etc.",10/7/2020,Messaging,Tanzu App Service,,,0,0,
C6103,T1553,James Wester,IDC,Verbal Comment,Positive, IDC sees strong penetration and adoption in financial services for Blockchain.,Sees strong penetration and adoption in financial services for blockchain.,10/7/2020,Use cases,Tanzu App Service,,,0,0,
C6102,T1553,James Wester,IDC,Verbal Comment,Advice," In his recent report, they recommended focusing on incremental benefits rather than greenfield and transformation.",Recommends focusing on incremental benefits rather than greenfield and transformation.,10/7/2020,Messaging,Tanzu App Service,,,0,0,
C6101,T1553,James Wester,IDC,Verbal Comment,Positive," James thinks that blockchain is a natural next step for VMware

""I look at VMware as a natural fit for Blockchain. It seems like it would fit really well with the DNA of VMware.""",I look at VMware as a natural fit for blockchain. It seems like it would fit really well with the DNA of VMware.,10/7/2020,Strategy,Tanzu App Service,,,0,0,
C6100,T1550,Adam Hils,Gartner,Verbal Comment,Neutral,On Antrea - sounds as if it's more granular than most of the micro segmentation vendors are being around clusters,,10/7/2020,Features or products (included/missing/recommended),Tanzu App Service,,,0,0,
C6099,T1550,Adam Hils,Gartner,Verbal Comment,Neutral,On SmartNICs - We have tried in the past to do security on the chip. so far it hasn't resonated. But maybe we're at a point now where it could I don't know.,,10/7/2020,Features or products (included/missing/recommended),All Products,,Michael Robinson,0,0,
C6098,T1556,Steve Riley,Gartner,Verbal Comment,Neutral,"Nearly every CASB vendor either has a ZTNA or is adding  ZTNA. SASE aside CASB, ZTNA, SWG and RBI feel like they are converging into one thing.",,10/7/2020,Features or products (included/missing/recommended),All Products,,Michael Robinson,0,0,
C6097,T1556,Steve Riley,Gartner,Verbal Comment,Neutral,RBI is actually kind of a neat alternative to reverse proxy in the CASB world because it eliminates the need for the CASB to rewrite URLs which always just feels a bit brittle.  RBI  very nicely isolates the user from the application a lot more than a reverse proxy would. But the way we're seeing this manifest itself is very much as just a feature. It isn't a standalone market anymore.,,10/7/2020,Features or products (included/missing/recommended),All Products,,Michael Robinson,0,0,
C6096,T1551,Enrico Signoretti,GigaOm,Verbal Comment,Positive,Said it is very impressive compared to many other HCI vendors that we have customers deploying greater than 100 terrabytes of data on the vSAN platform itself.,,10/7/2020,Customer Related,IoT,,Michael Robinson,0,0,
C6095,T1552,Fernando Montenegro,451 Research,VMworld,Positive,"""...VMware took the opportunity at VMworld to highlight its work under the intrinsic security message. The technology it acquired when it purchased Carbon Black appears to be serving it well, both in the context of customer acquisitions and applicability to multiple use cases for securing remote employees as well as enhancing server-centric workloads.","""...VMware took the opportunity at VMworld to highlight its work under the intrinsic security message. The technology it acquired when it purchased Carbon Black appears to be serving it well, both in the context of customer acquisitions and applicability to multiple use cases for securing remote employees as well as enhancing server-centric workloads.",10/7/2020,Messaging,Management (vRealize),,,0,1,
